City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Kenai,US,60.5544,-151.2583,19.15,91,100,2.08,overcast clouds
350,Beringovskiy,RU,63.05,179.3167,-18.35,98,46,7.49,scattered clouds
351,Grand Gaube,MU,-20.0064,57.6608,79.38,80,91,3.0,overcast clouds
352,Kabare,CD,-2.4683,28.8242,60.78,93,30,1.79,scattered clouds
353,Vanderhoof,CA,54.0166,-124.0198,35.29,81,100,3.18,overcast clouds
354,Turochak,RU,52.2576,87.1224,-0.47,99,37,2.82,scattered clouds
355,Ifakara,TZ,-8.1333,36.6833,72.68,89,100,2.91,light rain
356,Peruibe,BR,-24.32,-46.9983,78.98,91,76,2.62,moderate rain
357,Agadez,NE,19.75,10.25,61.63,14,0,6.24,clear sky
358,Otradnoye,RU,59.7775,30.8181,36.03,94,100,12.35,light snow
359,Coari,BR,-4.085,-63.1414,82.92,83,83,2.84,heavy intensity rain
360,Pantai Remis,MY,4.4557,100.6288,77.02,86,100,1.61,moderate rain
361,Disna,BY,55.568,28.1971,32.99,97,100,15.46,light snow
362,Wewak,PG,-3.5534,143.6268,77.67,89,100,5.32,overcast clouds
363,Bohodukhiv,UA,50.1647,35.5276,32.04,97,94,7.49,overcast clouds
364,Suicheng,CN,33.8963,117.9331,33.33,62,100,6.11,light snow
365,Sao Bento Do Sul,BR,-26.2503,-49.3786,76.05,60,100,2.35,overcast clouds
366,Alofi,NU,-19.0595,-169.9187,75.09,94,100,4.61,overcast clouds
367,Takaungu,KE,-3.6837,39.8566,81.09,91,98,4.09,overcast clouds
368,Winnemucca,US,40.973,-117.7357,43.11,35,4,3.11,clear sky
369,Mutoko,ZW,-17.397,32.2268,64.22,83,46,1.59,light rain
370,Pangnirtung,CA,66.1451,-65.7125,-31.0,68,75,0.0,broken clouds
371,Koulikoro,ML,14.0,-7.75,77.11,8,0,9.08,clear sky
372,Qui Nhon,VN,13.7667,109.2333,70.29,89,79,7.38,broken clouds
373,Uyuni,BO,-20.4597,-66.825,63.45,20,100,10.78,overcast clouds
374,Beni Mazar,EG,28.4962,30.8029,57.07,43,0,6.64,clear sky
375,Skjervoy,NO,70.0311,20.9714,32.18,67,92,18.48,overcast clouds
376,Kattivakkam,IN,13.2167,80.3167,80.08,76,100,9.6,overcast clouds
377,Rastede,DE,53.25,8.2,41.04,73,100,21.77,overcast clouds
378,Revelstoke,CA,50.9832,-118.2023,32.02,100,100,2.3,overcast clouds
379,Oranjemund,NA,-28.55,16.4333,67.06,71,52,8.1,broken clouds
380,Soledade,BR,-28.8183,-52.5103,79.84,28,0,11.88,clear sky
381,Cap Malheureux,MU,-19.9842,57.6142,79.47,80,84,3.0,broken clouds
382,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.59,51,0,16.11,clear sky
383,Mahibadhoo,MV,3.7833,72.9667,81.81,64,11,10.6,few clouds
384,Saint-Pierre,RE,-21.3393,55.4781,78.48,78,0,4.61,clear sky
385,Dwarka,IN,22.2394,68.9678,69.19,61,5,7.34,clear sky
386,Saint-Augustin,CA,51.226,-58.6502,-1.89,71,6,14.27,clear sky
387,Bubaque,GW,11.2833,-15.8333,77.77,71,1,15.82,clear sky
388,Okitipupa,NG,6.5047,4.7839,75.74,85,0,4.07,clear sky
389,Kozhva,RU,65.1073,57.0459,10.78,83,57,9.06,broken clouds
390,Hastings,GB,50.8552,0.5729,50.32,73,21,26.44,few clouds
391,Husavik,IS,66.0449,-17.3389,24.71,77,100,8.23,overcast clouds
392,Kaitangata,NZ,-46.2817,169.8464,43.86,88,10,1.45,clear sky
393,Koumac,NC,-20.5667,164.2833,78.66,87,100,7.56,overcast clouds
394,Wollongong,AU,-34.4333,150.8833,67.75,83,65,11.12,light rain
395,Bonthe,SL,7.5264,-12.505,80.64,75,36,10.45,scattered clouds
396,Kijang,KR,35.2442,129.2139,31.1,47,0,5.66,clear sky
397,Cabedelo,BR,-6.9811,-34.8339,82.62,62,20,10.45,few clouds
398,Plouzane,FR,48.3833,-4.6167,53.69,90,100,18.41,overcast clouds
399,Riberalta,BO,-10.9833,-66.1,82.89,78,100,0.69,overcast clouds
400,Bakchar,RU,57.0186,82.0711,9.03,89,100,5.06,overcast clouds
401,Berlevag,NO,70.8578,29.0864,21.09,85,41,18.01,scattered clouds
402,Granada,ES,37.25,-3.25,46.35,75,4,2.46,clear sky
403,Mago,RU,53.2514,140.1822,-1.44,97,100,2.75,overcast clouds
404,Shar,KZ,49.5886,81.0453,-0.56,77,0,3.15,clear sky
405,Geraldton,AU,-28.7667,114.6,70.21,49,100,10.36,overcast clouds
406,Chicama,PE,-7.8447,-79.1469,79.52,57,95,11.68,overcast clouds
407,Kouvaras,GR,37.8333,23.9667,52.45,70,11,1.88,few clouds
408,Ikalamavony,MG,-21.15,46.5833,68.74,89,96,4.09,overcast clouds
409,Leh,IN,34.1667,77.5833,11.52,87,96,3.89,overcast clouds
410,Sampit,ID,-2.5333,112.95,73.65,99,100,2.53,overcast clouds
411,Fuyang,CN,32.9,115.8167,31.17,90,100,6.08,light snow
412,Lodwar,KE,3.1191,35.5973,89.96,22,100,1.97,overcast clouds
413,Bara,NG,10.3744,10.7288,75.04,19,2,7.67,clear sky
414,Caravelas,BR,-17.7125,-39.2481,83.34,65,7,10.25,clear sky
415,Isangel,VU,-19.55,169.2667,79.72,90,100,13.91,light rain
416,Charters Towers,AU,-20.1,146.2667,69.17,79,100,5.5,overcast clouds
417,Verkhoshizhemye,RU,58.011,49.1038,20.32,97,100,0.96,light snow
418,Tabora,TZ,-5.0167,32.8,67.41,87,100,3.22,overcast clouds
419,Ndele,CF,8.4109,20.6473,76.51,15,67,6.17,broken clouds
420,Gigante,CO,2.3868,-75.5453,76.55,78,87,0.74,overcast clouds
421,Gibsons,CA,49.3997,-123.5027,48.99,94,98,3.49,overcast clouds
422,Palmer,US,42.1584,-72.3287,29.28,39,100,7.0,overcast clouds
423,Padang,ID,-0.9492,100.3543,77.04,75,100,3.47,moderate rain
424,Point Pleasant,US,40.0832,-74.0682,37.22,63,66,4.0,broken clouds
425,Lokosovo,RU,61.1333,74.8167,1.24,97,39,7.74,scattered clouds
426,Jaciara,BR,-15.9653,-54.9683,79.02,86,100,2.33,overcast clouds
427,Imeni Zhelyabova,RU,58.9544,36.5956,14.16,96,95,6.58,overcast clouds
428,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,77,40,16.11,scattered clouds
429,Kirakira,SB,-10.4544,161.9205,80.85,86,99,7.78,overcast clouds
430,Acapulco,MX,16.8634,-99.8901,84.97,51,40,10.65,scattered clouds
431,Gerardmer,FR,48.0735,6.8779,42.48,97,100,22.37,light rain
432,Ambon,ID,-3.6954,128.1814,75.34,94,40,5.75,light rain
433,San Patricio,US,28.017,-97.5169,63.16,60,6,5.26,clear sky
434,Veraval,IN,20.9,70.3667,67.21,71,6,9.35,clear sky
435,Valencia,ES,39.3333,-0.8333,52.02,85,68,3.2,broken clouds
436,Wageningen,NL,51.9667,5.6667,42.89,89,75,13.8,broken clouds
437,Thinadhoo,MV,0.5333,72.9333,82.62,69,75,11.05,broken clouds
438,Kirov,RU,58.5966,49.6601,17.82,97,100,3.13,snow
439,Ibra,OM,22.6906,58.5334,67.1,47,2,6.4,clear sky
440,La Baneza,ES,42.3003,-5.8977,45.64,46,100,2.15,overcast clouds
441,Port Hedland,AU,-20.3167,118.5667,84.25,89,75,3.44,broken clouds
442,Liwale,TZ,-9.7667,37.9333,73.47,81,100,4.21,overcast clouds
443,Repedea,RO,47.8333,24.4,27.28,97,99,3.58,light snow
444,Lodi,US,38.1302,-121.2725,63.84,60,0,1.99,clear sky
445,Polunochnoye,RU,60.8697,60.4153,6.01,97,100,4.16,overcast clouds
446,Gobabis,NA,-22.45,18.9667,71.87,57,48,6.71,scattered clouds
447,Bethanien,NA,-26.502,17.1583,70.56,71,100,18.03,moderate rain
448,Volksrust,ZA,-27.3654,29.8818,54.36,97,17,3.53,few clouds
449,Clyde River,CA,70.4692,-68.5914,-31.31,97,98,5.21,overcast clouds
450,Vostok,RU,46.4856,135.8833,-11.09,99,97,3.98,overcast clouds
451,Liberal,US,37.0431,-100.921,46.51,61,0,19.57,clear sky
452,Tupik,RU,54.4253,119.9327,-3.42,97,100,1.3,overcast clouds
453,Tagusao,PH,9.1924,117.8141,77.31,83,90,5.68,overcast clouds
454,Luau,AO,-10.7073,22.2247,65.61,88,100,3.11,overcast clouds
455,Xining,CN,36.6167,101.7667,9.14,93,62,1.19,broken clouds
456,Bogotol,RU,56.2078,89.5342,8.29,90,100,5.46,overcast clouds
457,Sitka,US,57.0531,-135.33,44.49,81,100,18.41,moderate rain
458,Cacapava Do Sul,BR,-30.5122,-53.4914,77.94,31,5,14.74,clear sky
459,Santarem,BR,-2.4431,-54.7083,81.43,78,100,2.46,light rain
460,Belaya Gora,RU,68.5333,146.4167,-42.79,100,69,0.92,broken clouds
461,Uporovo,RU,56.3109,66.2693,4.55,81,95,7.61,overcast clouds
462,Bafq,IR,31.6128,55.4107,49.24,26,0,4.43,clear sky
463,Alanya,TR,36.5438,31.9998,52.59,53,0,7.61,clear sky
464,Hazorasp,UZ,41.3194,61.0742,31.84,63,6,6.24,clear sky
465,Olafsvik,IS,64.8945,-23.7142,28.08,70,100,16.98,overcast clouds
466,Sukhodol,RU,53.9006,51.2117,19.42,98,99,2.15,overcast clouds
467,Ozimek,PL,50.6794,18.2137,41.18,87,100,20.0,light rain
468,Limoux,FR,42.9167,2.1667,45.73,60,84,8.3,broken clouds
469,Corn Island,NI,12.1694,-83.0418,80.37,63,1,14.43,clear sky
470,Sao Filipe,CV,14.8961,-24.4956,73.81,71,0,10.89,clear sky
471,Nenjiang,CN,49.1833,125.2167,-10.19,98,73,1.19,broken clouds
472,Dharmanagar,IN,24.3667,92.1667,51.84,89,2,2.37,clear sky
473,Kibre Mengist,ET,5.8833,38.9833,61.29,27,38,0.36,scattered clouds
474,Esterhazy,CA,50.65,-102.0843,0.19,87,16,5.17,few clouds
475,Lompoc,US,34.6391,-120.4579,75.13,46,0,1.99,clear sky
476,Kosh-Agach,RU,50.0,88.6667,-22.86,81,49,2.82,scattered clouds
477,Manzhouli,CN,49.6,117.4333,-2.47,98,48,6.06,scattered clouds
478,Khandyga,RU,62.6667,135.6,-39.08,99,100,2.35,overcast clouds
479,Karratha,AU,-20.7377,116.8463,83.79,80,1,5.55,clear sky
480,Atar,MR,20.5169,-13.0499,80.96,8,0,8.86,clear sky
481,Marilandia,BR,-19.4128,-40.5417,85.93,62,31,5.23,scattered clouds
482,Nago,JP,26.5881,127.9761,59.07,70,98,8.21,overcast clouds
483,Saint George,US,37.1041,-113.5841,59.47,23,0,1.01,clear sky
484,San Javier,ES,37.8063,-0.8374,57.22,82,0,1.01,clear sky
485,Mayo,US,38.8876,-76.5119,38.89,39,0,4.0,clear sky
486,Ponerihouen,NC,-21.0833,165.4,78.75,87,100,4.29,light rain
487,Abha,SA,18.2164,42.5053,52.05,82,0,0.0,clear sky
488,Soe,ID,-9.8607,124.284,66.43,92,27,3.29,scattered clouds
489,Hobyo,SO,5.3505,48.5268,76.73,69,65,15.39,broken clouds
490,Meghri,AM,38.9029,46.2446,32.32,59,31,6.49,scattered clouds
491,Mlonggo,ID,-6.5333,110.7,78.82,85,100,9.44,overcast clouds
492,Santa Catalina,PH,9.3337,122.8637,77.52,80,100,12.86,overcast clouds
493,Laguna,US,38.421,-121.4238,65.97,59,0,1.99,clear sky
494,Cotonou,BJ,6.3654,2.4183,80.26,79,8,10.11,clear sky
495,Aktash,RU,50.3,87.7333,-14.44,64,0,5.77,clear sky
496,Tazovskiy,RU,67.4667,78.7,-22.97,100,98,3.36,overcast clouds
497,Solwezi,ZM,-12.1688,26.3894,61.68,98,100,4.21,light rain
498,Griffith,US,41.5284,-87.4237,35.04,69,0,5.01,clear sky
499,Nemuro,JP,43.3236,145.575,24.96,74,97,16.84,overcast clouds
500,Bendorf,DE,50.4333,7.5667,47.71,96,100,1.01,moderate rain
501,Akora,PK,34.0036,72.1261,56.16,43,100,3.69,overcast clouds
502,Jalu,LY,29.0331,21.5482,60.94,28,6,4.76,clear sky
503,Valparaiso,CL,-33.0393,-71.6273,70.52,70,3,9.6,clear sky
504,Tukrah,LY,32.5341,20.5791,57.85,70,100,5.84,overcast clouds
505,Totness,SR,5.8833,-56.3167,81.99,71,92,11.18,overcast clouds
506,Aklavik,CA,68.2191,-135.0107,-18.4,76,75,17.27,broken clouds
507,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,86.47,58,100,5.86,light rain
508,Easley,US,34.8298,-82.6015,47.03,40,0,1.99,clear sky
509,Talnakh,RU,69.4865,88.3972,-26.18,98,52,2.53,broken clouds
510,Makakilo City,US,21.3469,-158.0858,74.68,81,75,0.0,drizzle
511,Kruisfontein,ZA,-34.0033,24.7314,75.88,58,100,14.34,overcast clouds
512,Guia De Isora,ES,28.2115,-16.7795,65.12,50,9,3.0,clear sky
513,Karatau,KZ,43.1667,70.4667,35.13,79,84,27.27,light snow
514,Makokou,GA,0.5738,12.8642,77.74,33,2,0.98,clear sky
515,Ust-Kuyga,RU,70.0167,135.6,-40.18,100,100,4.36,overcast clouds
516,Labrea,BR,-7.2586,-64.7981,87.35,62,37,2.98,heavy intensity rain
517,Lasa,IT,46.6166,10.7002,39.94,67,100,4.97,overcast clouds
518,Presidente Bernardes,BR,-22.0061,-51.5531,82.4,68,69,12.46,broken clouds
519,Rumoi,JP,43.9344,141.6428,25.25,84,100,8.32,light snow
520,Rawson,AR,-43.3002,-65.1023,75.85,34,7,15.95,clear sky
521,Aasiaat,GL,68.7098,-52.8699,-0.35,91,100,1.52,overcast clouds
522,Kuzhener,RU,56.8111,48.9128,20.16,96,100,3.51,light snow
523,Avezzano,IT,42.0402,13.4388,47.93,82,27,4.0,scattered clouds
524,Zambezi,ZM,-13.5432,23.1047,66.38,95,100,3.8,moderate rain
525,Viet Tri,VN,21.3019,105.4308,57.15,91,84,1.88,broken clouds
526,Pundaguitan,PH,6.3711,126.1689,80.04,77,100,20.4,overcast clouds
527,Bulgan,MN,48.8125,103.5347,-1.68,84,17,3.89,few clouds
528,Erzin,TR,36.9559,36.2,47.12,81,4,3.67,clear sky
529,Wahiawa,US,21.5028,-158.0236,72.86,83,75,0.0,drizzle
530,Ongandjera,NA,-17.8833,15.0667,73.87,65,100,6.33,light rain
531,Mantua,IT,45.1667,10.7833,46.81,89,96,5.01,overcast clouds
532,Mitu,CO,1.1983,-70.1733,86.29,61,23,3.06,few clouds
533,Minab,IR,27.1467,57.0801,67.5,62,0,2.3,clear sky
534,Iquitos,PE,-3.7481,-73.2472,89.64,62,40,4.61,scattered clouds
535,Ucluelet,CA,48.9329,-125.5528,45.09,92,60,5.44,broken clouds
536,Chapais,CA,49.7834,-74.8492,6.58,93,100,10.71,light snow
537,Calbuco,CL,-41.768,-73.1273,70.81,73,13,8.3,few clouds
538,Selma,US,36.5708,-119.6121,61.02,60,0,3.58,clear sky
539,Haines Junction,CA,60.7522,-137.5108,29.03,92,100,7.07,overcast clouds
540,Palauig,PH,15.435,119.9045,76.91,74,83,5.88,broken clouds
541,Birin,NP,26.8865,88.0718,42.1,84,40,2.26,scattered clouds
542,Makungu,TZ,-8.7333,35.2833,64.06,87,100,4.07,overcast clouds
543,Soyo,AO,-6.1349,12.3689,78.03,83,29,9.95,scattered clouds
544,Ystad,SE,55.4297,13.8204,36.34,80,100,14.97,overcast clouds
545,Samarai,PG,-10.6167,150.6667,81.55,78,100,10.76,overcast clouds
546,Belmonte,BR,-15.8631,-38.8828,84.7,63,6,8.9,clear sky
547,Tashla,RU,51.7716,52.7427,15.98,98,94,3.69,overcast clouds
548,Dicabisagan,PH,17.0818,122.4157,73.27,89,100,13.02,overcast clouds
549,Mollendo,PE,-17.0231,-72.0147,73.56,72,100,7.2,overcast clouds
550,Juneau,US,58.3019,-134.4197,42.22,98,100,14.0,overcast clouds
551,Broken Hill,AU,-31.95,141.4333,70.09,40,3,13.4,clear sky
552,San Cristobal,VE,7.7669,-72.225,79.99,50,62,4.85,broken clouds
553,Gerede,TR,40.8008,32.1969,18.23,93,23,6.13,few clouds
554,Malatya,TR,38.5,38.0,23.05,86,0,5.75,clear sky
555,Calama,CL,-22.4667,-68.9333,77.49,8,0,20.71,clear sky
556,Lake City,US,30.1897,-82.6393,48.99,88,100,7.67,overcast clouds
557,Doha,QA,25.2867,51.5333,62.58,59,0,13.8,clear sky
558,Kakonko,TZ,-3.2828,30.9642,65.82,84,100,2.3,overcast clouds
559,Holland,US,42.7875,-86.1089,34.02,67,90,7.0,overcast clouds
560,Ghanzi,BW,-21.5667,21.7833,75.58,47,89,6.71,overcast clouds
561,Nuristan,AF,35.3,70.8333,10.33,97,100,3.31,light snow
562,Gorontalo,ID,0.5412,123.0595,73.62,95,100,3.62,overcast clouds
563,Byron Bay,AU,-28.65,153.6167,66.87,76,100,15.01,light rain
564,Aripuana,BR,-9.1667,-60.6333,86.85,67,46,2.53,scattered clouds
565,Cozumel,MX,20.5083,-86.9458,77.11,98,100,4.61,overcast clouds
566,Waipawa,NZ,-41.4122,175.5153,57.83,78,100,11.56,overcast clouds
567,Trelew,AR,-43.249,-65.3051,80.55,23,10,16.35,clear sky
568,Yilan,TW,24.757,121.753,62.71,99,100,2.75,overcast clouds
569,Marawi,PH,7.9986,124.2928,64.65,91,25,1.86,scattered clouds
570,Lima,PE,-12.0432,-77.0282,78.91,60,37,5.99,scattered clouds
571,Auki,SB,-8.7676,160.7034,78.87,88,100,7.63,overcast clouds
572,Puri,IN,19.8,85.85,63.12,51,97,4.09,overcast clouds
573,Kawalu,ID,-7.3817,108.2082,73.31,95,100,3.4,overcast clouds
574,Moerai,PF,-22.4333,-151.3333,79.9,75,71,15.95,light rain
575,Texarkana,US,33.4251,-94.0477,54.14,33,0,7.0,clear sky
576,Narovchat,RU,53.8765,43.6946,12.52,96,100,6.29,overcast clouds
577,Batemans Bay,AU,-35.7167,150.1833,63.1,88,70,7.43,broken clouds
578,Sabaudia,IT,41.3003,13.0282,55.89,94,37,4.0,scattered clouds
579,Nanzhang,CN,31.7765,111.8386,30.76,96,100,4.45,light snow
580,Xichang,CN,27.8964,102.2634,42.22,88,85,0.94,overcast clouds
581,Balykshi,KZ,47.0667,51.8667,23.0,93,75,4.47,mist
582,Shimoda,JP,34.6667,138.95,36.1,72,50,10.58,scattered clouds
583,Bitung,ID,1.4451,125.1824,76.05,85,100,9.98,overcast clouds
584,La Palma,US,33.8464,-118.0467,79.93,28,0,1.99,clear sky
585,Bull Savanna,JM,17.8868,-77.5902,79.86,43,1,7.47,clear sky
586,Salalah,OM,17.0151,54.0924,75.29,78,0,3.44,clear sky
587,Suamico,US,44.6319,-88.0393,34.18,71,100,1.01,overcast clouds
588,Isabela,PH,6.7085,121.9711,77.83,79,100,3.85,light rain
589,Samara,RU,53.0,50.0,23.14,97,98,4.76,light snow
590,Alice Springs,AU,-23.7,133.8833,60.35,94,0,4.61,clear sky
591,Cabra,ES,37.4725,-4.4421,56.39,73,12,3.27,few clouds
592,Raha,IN,26.2333,92.5167,56.79,72,6,0.89,clear sky
593,Calderitas,MX,18.55,-88.25,78.91,83,75,11.5,broken clouds
594,Itacoatiara,BR,-3.1431,-58.4442,82.02,76,100,3.15,heavy intensity rain
595,Qiongshan,CN,20.0058,110.3542,67.17,92,100,7.94,overcast clouds
596,Makubetsu,JP,45.3714,141.8211,23.95,89,100,16.89,light snow
597,Aktas,KZ,49.7789,72.9608,6.55,74,6,9.51,clear sky
598,Lodja,CD,-3.4833,23.4333,71.37,89,100,2.48,light rain
599,Sibolga,ID,1.7427,98.7792,75.07,89,100,3.27,overcast clouds
600,Bathsheba,BB,13.2167,-59.5167,83.01,65,40,18.41,scattered clouds
601,Sorland,NO,67.667,12.6934,35.46,62,100,17.34,overcast clouds
602,Tomigusuku,JP,26.185,127.675,58.77,58,100,9.22,overcast clouds
603,Baruun-Urt,MN,46.6806,113.2792,-0.67,88,10,6.55,clear sky
604,Rocha,UY,-34.4833,-54.3333,71.35,44,0,19.66,clear sky
605,Margate,GB,51.3813,1.3862,48.74,66,60,11.01,broken clouds
606,Kirksville,US,40.1948,-92.5833,42.06,59,0,4.0,clear sky
607,Bozoum,CF,6.3193,16.3799,73.89,22,2,3.2,clear sky
608,Vanavara,RU,60.34,102.2797,-13.76,100,93,2.48,overcast clouds
609,Mangrol,IN,21.1167,70.1167,67.12,70,6,9.57,clear sky
610,Taoudenni,ML,22.6783,-3.9836,74.12,10,73,8.55,broken clouds
611,Dhemaji,IN,27.4833,94.5833,53.2,79,1,5.35,clear sky
612,Lancut,PL,50.0687,22.2291,40.55,68,75,16.11,broken clouds
613,Esmeraldas,BR,-19.7625,-44.3139,76.06,92,100,5.86,overcast clouds
614,Itapirapua,BR,-15.8233,-50.6133,85.55,65,57,5.35,broken clouds
615,Maniitsoq,GL,65.4167,-52.9,3.96,72,100,14.61,overcast clouds
616,Quepos,CR,9.4236,-84.1652,95.79,63,7,7.96,clear sky
617,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,76.51,80,100,2.15,overcast clouds
618,Lafiagi,NG,8.8667,5.4167,86.74,13,0,2.39,clear sky
619,Ostersund,SE,63.1792,14.6357,22.6,93,100,2.3,overcast clouds
620,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,82,20,18.41,few clouds
621,Yuzhou,CN,34.1628,113.4639,33.57,47,100,3.31,light snow
622,Sarkand,KZ,45.41,79.9186,21.25,60,26,8.63,scattered clouds
623,Roald,NO,62.5833,6.1333,39.99,81,75,12.66,broken clouds
624,Gornopravdinsk,RU,60.05,69.9,10.83,96,100,6.82,overcast clouds
625,Pitimbu,BR,-7.4706,-34.8086,82.78,61,17,10.89,few clouds
626,Egvekinot,RU,66.3167,-179.1667,-14.57,83,2,7.25,clear sky
627,Shingu,JP,33.7333,135.9833,38.91,73,33,6.02,scattered clouds
628,Merzifon,TR,40.8733,35.4631,24.26,93,40,0.0,scattered clouds
629,Tevriz,RU,57.509,72.4042,1.27,98,100,3.02,overcast clouds
630,Hualmay,PE,-11.0964,-77.6139,74.75,68,70,10.58,broken clouds
631,Nelson Bay,AU,-32.7167,152.15,71.01,67,76,3.0,broken clouds
632,Seymchan,RU,62.8833,152.4333,-41.13,100,57,0.65,broken clouds
633,Kourou,GF,5.1552,-52.6478,82.11,73,100,8.08,light rain
634,Churachandpur,IN,24.3333,93.6667,40.41,93,0,0.87,clear sky
635,Phan Thiet,VN,10.9333,108.1,73.53,78,100,6.53,overcast clouds
636,Hervey Bay,AU,-25.2986,152.8535,66.04,93,18,11.01,light rain
637,Salinas,US,36.6777,-121.6555,67.21,46,0,0.0,clear sky
638,High Level,CA,58.5169,-117.136,34.23,85,28,5.82,scattered clouds
639,Elmira,US,42.0898,-76.8077,30.81,64,99,11.83,overcast clouds
640,Pavlovskiy,RU,57.8424,54.8436,21.02,94,100,7.54,overcast clouds
641,Rudnya,RU,54.947,31.0934,30.09,97,100,15.75,light snow
642,Champasak,LA,14.75,106.0,74.23,67,98,1.34,overcast clouds
643,Arlit,NE,18.7369,7.3853,68.68,9,0,5.28,clear sky
644,Bluefield,US,37.2698,-81.2223,38.98,50,0,1.99,clear sky
645,Gizo,SB,-8.103,156.8419,83.03,78,100,12.8,overcast clouds
646,Pregradnaya,RU,43.9508,41.1994,25.72,90,13,2.44,few clouds
647,Adygeysk,RU,44.88,39.19,33.62,93,75,6.71,broken clouds
648,Kochubey,RU,44.3861,46.5825,37.22,62,97,6.22,overcast clouds
649,Podporozhye,RU,60.9112,34.1706,23.18,92,96,8.93,overcast clouds
650,Tual,ID,-5.6667,132.75,82.83,76,100,6.46,overcast clouds
651,Tigil,RU,57.8,158.6667,2.57,86,69,5.84,broken clouds
652,Kathmandu,NP,27.7167,85.3167,44.82,93,20,2.3,few clouds
653,Kachiry,KZ,53.0675,76.1036,8.87,82,11,10.42,few clouds
654,Turan,VN,16.0678,108.2208,69.78,94,75,1.14,broken clouds
655,Huaicheng,CN,23.9051,112.1931,53.78,97,100,0.89,overcast clouds
656,Busayra,JO,30.7376,35.6078,43.36,70,0,2.37,clear sky
657,Nevelsk,RU,46.6733,141.8633,20.03,84,100,17.9,overcast clouds
658,Churapcha,RU,62.0025,132.4325,-34.58,100,100,3.56,overcast clouds
659,Clinton,US,42.587,-82.9199,33.67,64,20,1.99,snow
660,Bastia,FR,42.6667,9.3333,55.2,87,0,1.01,clear sky
661,Sohbatpur,PK,28.5202,68.5434,64.62,31,64,6.15,broken clouds
662,Dali,CN,25.7,100.1833,36.09,90,14,4.83,few clouds
663,Mercedes,AR,-34.6515,-59.4307,73.78,42,61,16.49,broken clouds
664,Salinopolis,BR,-0.6136,-47.3561,79.2,87,100,8.57,light rain
665,Emmett,US,43.8735,-116.4993,40.55,67,50,1.99,scattered clouds
666,Daman,IN,20.4167,72.85,69.75,63,1,1.72,clear sky
667,Novoagansk,RU,61.9449,76.6625,-5.1,99,9,8.08,clear sky
668,Pedernales,DO,18.0384,-71.744,80.78,61,88,7.05,overcast clouds
669,Sfantu Gheorghe,RO,45.8667,25.7833,35.26,83,100,2.21,overcast clouds
670,Khandagayty,RU,50.7333,92.05,-22.2,96,94,4.97,overcast clouds
671,Saquarema,BR,-22.92,-42.5103,87.82,86,52,8.25,broken clouds
672,Nhulunbuy,AU,-12.2333,136.7667,75.81,94,100,8.05,overcast clouds
673,Wanaka,NZ,-44.7,169.15,48.65,88,100,1.16,overcast clouds
674,Abu Dhabi,AE,24.4667,54.3667,66.31,62,20,1.99,few clouds
675,Ilawa,PL,53.596,19.5685,39.06,97,100,19.66,light rain
676,Muriti,TZ,-1.9833,32.9167,73.02,63,38,2.77,scattered clouds
677,Flagstaff,US,35.1981,-111.6513,48.88,29,0,1.99,clear sky
678,Mandalgovi,MN,45.7625,106.2708,4.59,67,0,5.84,clear sky
679,Ust-Karsk,RU,52.7011,118.8077,-12.62,100,94,1.88,overcast clouds
680,Pangoa,PE,-12.1167,-73.0,79.0,74,100,2.46,overcast clouds
681,Henties Bay,NA,-22.116,14.2845,69.85,80,79,9.53,broken clouds
682,Bandarbeyla,SO,9.4942,50.8122,75.87,72,100,14.9,overcast clouds
683,Sikasso,ML,10.9167,-7.0,83.84,10,0,3.74,clear sky
684,Iralaya,HN,15.0,-83.2333,81.12,57,0,9.78,clear sky
685,Willmar,US,45.1219,-95.0433,13.68,72,100,23.02,overcast clouds
686,Nuyo,PH,7.4181,124.4108,74.77,77,53,5.55,broken clouds
687,Pakokku,MM,21.3333,95.1,64.31,47,98,5.46,overcast clouds
688,Aleksandrov Gay,RU,50.147,48.5704,10.81,94,100,7.31,overcast clouds
689,Burnie,AU,-41.0667,145.9167,58.95,79,12,9.4,few clouds
690,Zyryanka,RU,65.75,150.85,-37.41,100,29,1.88,scattered clouds
691,Bemidji,US,47.4736,-94.8803,12.15,64,0,10.36,clear sky
692,Staryy Nadym,RU,65.6118,72.6842,-20.22,100,73,5.75,broken clouds
693,Vestmannaeyjar,IS,63.4427,-20.2734,33.73,57,100,9.33,overcast clouds
694,Sindor,RU,62.8629,51.8905,16.75,93,100,7.9,overcast clouds
695,Russkaya Polyana,UA,49.417,31.9201,31.87,80,95,11.1,overcast clouds
696,Arbuzynka,UA,47.9097,31.3196,32.34,76,93,9.75,overcast clouds
697,Jaumave,MX,23.4167,-99.3833,60.94,31,7,5.73,clear sky
698,Coihaique,CL,-45.5752,-72.0662,82.35,34,20,6.91,few clouds
699,Manuk Mangkaw,PH,4.8,119.85,80.31,78,34,6.35,scattered clouds
700,Novopavlovka,RU,51.2172,109.2091,-3.21,99,97,2.21,light snow
